POLARITY		CONCEPT
positive		adaptable_moduli
positive		adaptable_tissue
positive		adaptable_value
positive		adaptation
positive		adaptational
positive		adaptational_capacity
positive		adaptational_radiation
positive		adaptations
positive		adaptative
positive		adaptative_capacity
positive		adaptative_radiation
positive		adapted
positive		adapter
positive		adaption
positive		adaptive
positive		adaptive_capability
positive		adaptive_capacitance
positive		adaptive_capacity
positive		adaptive_content
positive		adaptive_implication
positive		adaptive_import
positive		adaptive_mental_ability
positive		adaptive_radiation
positive		adaptive_radiation_syndrome
positive		adaptive_radiation_therapy
positive		adaptive_radioactivity
positive		adaptive_radiotherapy
positive		adaptiveness
positive		adaptivity
positive		adaptor
negative		adblue
negative		adcirca
positive		add
negative		add_boiling_water
negative		add_broth
positive		add_in
negative		add_in_certified_internist
positive		add_on
positive		add_sparkle
positive		add_spice
positive		add_teaspoon
positive		add_to_cart
positive		add_together
positive		add_together_on
positive		add_together_spice
positive		add_up
positive		add_voltage
positive		add_zest
negative		addendum
negative		adder
negative		adder_circuit
negative		addict
negative		addicted
negative		addicting
negative		addictingly
negative		addiction
negative		addictive
negative		addictively
positive		addition
positive		additional
negative		additional_curricular
negative		additional_dimensional
positive		additional_insulation
negative		additional_marital
positive		additional_marital_relationship
negative		additional_terrestrial
positive		additionality
positive		additionally
positive		additive
positive		additive_color
negative		additive_curricular
negative		additive_dimensional
negative		additive_dose
negative		additive_effect
positive		additive_elasticity
negative		additive_impact
positive		additive_information
positive		additive_insulation
positive		additive_lanceolate
negative		additive_marital
positive		additive_marital_relationship
positive		additive_momentum
positive		additive_noise
negative		additive_regression
negative		additive_terrestrial
positive		additive_transformation
positive		additivity
negative		addle
positive		addressee
positive		addressing
positive		adduce
negative		adduction
negative		adegau
positive		adelaide_zoo
positive		adelgid
negative		adenocarcinoma
negative		adenoma
negative		adenopathy
negative		adenophyllum
positive		adenosis
positive		adept
positive		adeptly
positive		adeptness
positive		adequacy
positive		adequate
negative		adequate_afflict_relief
negative		adequate_ail_relief
positive		adequate_amend
negative		adequate_anguish_relief
positive		adequate_assurance
positive		adequate_bloke
negative		adequate_bother_relief
negative		adequate_botheration_relief
negative		adequate_burial
positive		adequate_calcium_consumption
positive		adequate_calcium_ingestion
positive		adequate_calcium_intake
positive		adequate_certification
negative		adequate_compensation
positive		adequate_completion
positive		adequate_corroboration
positive		adequate_curative
positive		adequate_cure
positive		adequate_documentation
positive		adequate_explanation
negative		adequate_hurt_relief
negative		adequate_infliction_relief
positive		adequate_job
positive		adequate_meal
positive		adequate_moisture
negative		adequate_nuisance_relief
negative		adequate_nutrition
negative		adequate_pain_alleviation
negative		adequate_pain_assuagement
negative		adequate_pain_ease
negative		adequate_pain_easement
negative		adequate_pain_embossment
negative		adequate_pain_ministration
negative		adequate_pain_moderation
negative		adequate_pain_relief
negative		adequate_pain_reliever
negative		adequate_pain_respite
negative		adequate_pain_rest
negative		adequate_pain_sculptural_relief
negative		adequate_pain_stand_in
negative		adequate_pain_substitute
positive		adequate_protect
positive		adequate_quantity
positive		adequate_rectify
positive		adequate_relieve
positive		adequate_remediate
positive		adequate_remediation
positive		adequate_remedy
positive		adequate_remuneration
positive		adequate_repair
negative		adequate_reparation
positive		adequate_representation
positive		adequate_solution
positive		adequate_substantiation
positive		adequate_supply
positive		adequate_support
positive		adequate_therapeutic
negative		adequate_trouble_relief
positive		adequate_ventilation
positive		adequately
negative		adequately_capture
negative		adequately_compensate
positive		adequately_cook
positive		adequately_describe
positive		adequately_develop
positive		adequately_devise
negative		adequately_disclose
positive		adequately_educate
positive		adequately_enforce
positive		adequately_explain
positive		adequately_fix
positive		adequately_groom
positive		adequately_implement
positive		adequately_impose
positive		adequately_machinate
positive		adequately_organise
positive		adequately_prepare
positive		adequately_protect
positive		adequately_ready
positive		adequately_reflect
positive		adequately_respond
negative		adequately_warn
positive		adequateness
positive		adherence
positive		adherent
positive		adherent_agent
positive		adheres_rigorously
positive		adheres_stringently
negative		adhesin
positive		adhesion
positive		adhesion_strength
positive		adhesive
positive		adhesive_agent
positive		adhesive_bandage
positive		adhesive_broker
positive		adhesive_federal_agent
positive		adhesive_friction_motor
positive		adhesive_honeydew
positive		adhesive_layer
positive		adhesive_liquid
positive		adhesive_mud
positive		adhesive_oil
positive		adhesive_plaster
negative		adhesive_residue
positive		adhesive_substance
positive		adiabatic
negative		adiabatic_compression
negative		adiabatic_concretion
negative		adiabatic_condensation
negative		adiabatic_contraction
negative		adiabatic_densification
positive		adieu
positive		adipic_acerb
positive		adipic_acerbic
positive		adipic_acid
positive		adipic_acidic
positive		adipic_acidulent
positive		adipic_acrid
positive		adipic_bitter
positive		adipic_caustic
positive		adipic_dose
positive		adipic_pane
positive		adipic_sour
positive		adipic_superman
positive		adipic_virulent
positive		adipic_vitriolic
positive		adipic_zen
negative		adipocere
negative		adiponectin
positive		adiponitrile
negative		adipose
negative		adipose_infiltration
negative		adipose_pig
negative		adipose_tissue
negative		adipose_tissue_pig
positive		adium
positive		adjoin
positive		adjoin_on
negative		adjoin_rot
positive		adjoin_sensitive
positive		adjoin_weld
positive		adjoining_bathroom
negative		adjoining_cemetery
positive		adjoining_parcel
negative		adjourn
negative		adjournment
positive		adjournment_sine_die
negative		adjudge
negative		adjudged_guilty
negative		adjudication
positive		adjunct
positive		adjunct_adjunct_professor
negative		adjunct_agent
positive		adjunct_assistant_prof
positive		adjunct_assistant_professor
positive		adjunct_associate_professor
positive		adjunct_benefit
positive		adjunct_choreographer
negative		adjunct_commissioner
positive		adjunct_editor
positive		adjunct_engraver
positive		adjunct_faculty
positive		adjunct_generator
positive		adjunct_help_professor
positive		adjunct_helper_professor
positive		adjunct_illumination
positive		adjunct_instructor
positive		adjunct_layer
positive		adjunct_lecturer
positive		adjunct_low_level_professor
positive		adjunct_pastor
negative		adjunct_principal
positive		adjunct_prof
positive		adjunct_professor
negative		adjunct_prosecutor
positive		adjunct_reader
positive		adjunction
positive		adjunctive
positive		adjunctive_therapy
negative		adjuration
negative		adjure
negative		adjure_accelerator
positive		adjust
negative		adjust_behavior
positive		adjust_capitalization
positive		adjustable
positive		adjustable_acme
positive		adjustable_altitude
positive		adjustable_elevation
positive		adjustable_headrest
positive		adjustable_height
positive		adjustable_meridian
positive		adjustable_peak
positive		adjustable_pinnacle
positive		adjustable_rear
negative		adjustable_spanner
positive		adjustable_summit
positive		adjustable_superlative
positive		adjustable_suspension
positive		adjustable_tiptop
positive		adjusted_gross_income
positive		adjustive
positive		adjustive_capacity
positive		adjustive_radiation
positive		adjustment
negative		adjustment_cola
negative		adjustment_disease
negative		adjutant
positive		adjuvant
negative		adjuvant_agent
positive		adjuvant_assistant_professor
positive		adjuvant_benefit
positive		adjuvant_generator
positive		adjuvant_illumination
positive		adjuvant_layer
positive		adjuvant_lecturer
positive		adjuvant_professor
positive		adjuvant_therapy
negative		adler
negative		administer
negative		administer_corporal_punishment
negative		administer_harshly
positive		administer_justice
positive		administer_oxygen
negative		administered_intravenously
negative		administered_parenterally
positive		administered_separately
positive		administered_severally
positive		administered_singly
positive		administering_oxygen
negative		administering_poison
negative		administrability
negative		administrable
negative		administrable_size
positive		administrate
positive		administrate_oxygen
positive		administrated_by
positive		administration
positive		administrative
positive		administrative_activity
positive		administrative_assistant
positive		administrative_burden
positive		administrative_burthen
negative		administrative_charge
positive		administrative_command_overhead
positive		administrative_command_processing_overhead
negative		administrative_contraption
negative		administrative_contrivance
positive		administrative_control
negative		administrative_convenience
negative		administrative_cost
positive		administrative_detention
positive		administrative_disk_overhead
positive		administrative_district
negative		administrative_district_heraldry
negative		administrative_district_jurisdiction
negative		administrative_district_violence
positive		administrative_division
negative		administrative_division_heraldry
negative		administrative_division_jurisdiction
negative		administrative_division_violence
positive		administrative_duty
positive		administrative_effect
positive		administrative_encumbrance
negative		administrative_expense
positive		administrative_function
negative		administrative_gismo
positive		administrative_gist
negative		administrative_gizmo
positive		administrative_incumbrance
positive		administrative_load
positive		administrative_obligation
negative		administrative_officeholder
negative		administrative_officer
positive		administrative_operating_cost
