"term","sentiment"
"advent","72.6"
"adventitious","-79"
"adventitious presence","-72"
"adventure","75.5"
"adventure playground","-85"
"adventure tale","3.9"
"adventuredome","2.8"
"adventurer","77.2"
"adventuresome","84.8"
"adventurism","77.1"
"adventurist","77.1"
"adventurous","67.5"
"adventurous journey","86.9"
"adventurous spirit","28.3"
"adventurously","67.5"
"adventurousness","-96"
"adverb","11"
"adverbial","-64"
"adverbial usage","69.3"
"adversarial","-73"
"adversary","-94"
"adversative","-65"
"adverse","-93"
"adverse effect","-66"
"adverse possession","59"
"adverse psychological","-79"
"adverse yaw","-89"
"adversely affect","-66"
"adversely impact","-66"
"adverseness","-94"
"adversity","-10"
"advert","-77"
"advertise","90.3"
"advertise company","90.9"
"advertise heavily","79.8"
"advertise panel","5.1"
"advertise product","86.6"
"advertisement","90.3"
"advertiser","90.3"
"advertising","-80"
"advertising blitz","-81"
"advertising campaign","90.3"
"advertisment","-6"
"advertorial","90.3"
"advice","92.4"
"advil","87.1"
"advisable","72.7"
"advisably","72"
"advise","9.4"
"advisor","76.6"
"advisory","81.7"
"advisory board","-90"
"advisory board member","-60"
"advisory body","81.7"
"advisory capacity","76.6"
"advisory committee","-90"
"advisory council","-90"
"advisory group","76.6"
"advisory panel","81.7"
"advisory role","-78"
"advocacy","10.3"
"advocate","64"
"advocate depute","4.6"
"advocating","74.6"
"advocation","68.9"
"advocator","64"
"advowson","12.1"
"adze","-4"
"aec","-85"
"aec chairman","-85"
"aedicula","-91"
"aega","-76"
"aeonian","-79"
"aerator","93.9"
"aerial","10.3"
"aerial bomb","-83"
"aerial gunnery","93"
"aerial resupply","-6"
"aerial view","83.3"
"aerialist","82.3"
"aerobic activity","9.4"
"aerobic capacity","67.4"
"aerobic dance","67.4"
"aerobic exercise","9.9"
"aerobic fermentation","5.2"
"aerobic treatment","-58"
"aerobic workout","9.4"
"aerodrome","-65"
"aerodynamic drag","-11"
"aerodynamic lift","34.5"
"aerofoil","-89"
"aeronaut","74.2"
"aeronomy","81.4"
"aerophobia","-49"
"aerophone","71.2"
"aeroplane","2.8"
"aeroscraft","3.6"
"aerosol","-75"
"aerosol dissemination","-90"
"aerosol formation","-75"
"aerosol transmission","-90"
"aerostat","3.6"
"aerozine","7.3"
"aeschylus agamemnon","-73"
"aeschylus oresteia","3.9"
"aesculetin","-73"
"aesculi","-84"
"aesculus hippocastanum","-60"
"aesculus parviflora","-60"
"aesop","9.3"
"aesop fable","9.3"
"aesopic","9.3"
"aesthesia","75.5"
"aesthesis","-70"
"aesthete","64.8"
"aesthetic","73.8"
"aesthetic appeal","68.8"
"aesthetic beauty","-66"
"aesthetic contemplation","-66"
"aesthetic judgement","86.9"
"aesthetic pleasure","-66"
"aesthetic sensibility","81.7"
"aesthetic sensitivity","69.4"
"aesthetic surgery","63.3"
"aesthetic value","68.8"
"aesthetical","72.7"
"aesthetically","-3"
"aestheticism","76.7"
"aestheticization","77.3"
"aesthetics","10.5"
"aestivate","91"
"aestivation","-67"
"aethina tumida","-72"
"afar","-79"
"afar off","33.1"
"afeard","-33"
"afebrile","-69"
"affability","65.4"
"affable","-92"
"affableness","87.8"
"affably","-85"
"affair","-93"
"affair correspondent","77.2"
"affaire","76.6"
"affect","84.8"
"affect adversely","-66"
"affectation","-82"
"affected extremity","-78"
"affected limb","-78"
"affected testicle","6.2"
"affectedly","-72"
"affectedness","-77"
"affecting","-85"
"affection","85.6"
"affectional","28"
"affectionate","85.4"
"affectionate farewell","6.2"
"affectionate nickname","9.1"
"affectionate regard","32.8"
"affectionately","85.4"
"affectionateness","28"
"affective","28"
"affective dimension","28"
"affective disorder","-72"
"affective response","81.1"
"affectivity","-70"
"affidavit","82.4"
"affiliate","7.6"
"affiliate membership","10.3"
"affiliation","10.3"
"affiliative","87.3"
"affinal","79.3"
"affine connection","-73"
"affinity","81.4"
"affinity chromatography","67.1"
"affirm","82.3"
"affirmance","-68"
"affirmation","84.5"
"affirmative","32.1"
"affirmative duty","-89"
"affirmatively","82.3"
"affirmativeness","70.5"
"affix","87.7"
"affixed","92.4"
"affixed thereto","-74"
"afflict","-74"
"affliction","-85"
"affluence","81"
"affluent","91.5"
"affluent commuter","72.1"
"affluent lifestyle","7.3"
"affluenza","-84"
"afford","8"
"affordable","10.1"
"affordable care","-11"
"affordable health care","-11"
"affordable healthcare","-11"
"affordable price","74.4"
"affords attachment","-69"
"affray","-73"
"affricate","-67"
"affright","-75"
"affront","-85"
"affusion","73.8"
"aficionado","67.6"
"afin qu","75.3"
"afire","72.4"
"aflagellate","-76"
"aflame","72.4"
"aflare","72.4"
"aflicker","-95"
"afloat","-79"
"afm probe","82.5"
"afm tip","-4"
"afoot","62.3"
"aforesaid","80.6"
"aforesayd","-82"
"aforetime","85.1"
"afoul","-92"
"afox","-5"
"afraid","-14"
"afraid death","-79"
"afraid of","-65"
"afrika bambaataa","3.9"
"afro","-78"
"afro cuban","-5"
"afro cuban jazz","6.9"
"afro hairstyle","12.1"
"afro wig","-77"
"afroasiatic language family","-72"
"afrocentrist","-89"
"afromontane","-74"
"aft cabin","3.5"
"after-thought","-82"
"after dinner","7.7"
"after meal","35.7"
"after school","3"
"after taste","8.1"
"afterall","-3"
"afterbirth","6.7"
"aftercare","71.5"
"afterdamp","-4"
"afterimage","-70"
"aftermath","92.8"
"afternoon","4.4"
"afternoon nap","4.8"
"afternoon snack","75"
"afternoon tea","75"
"afterparty","75"
"aftersensation","-70"
"aftershave","-83"
"aftertaste","12.7"
"afterthought","-82"
"afterword","-8"
"ag iarraidh","87.5"
"ag obair","87.5"
"again","6.7"
"against","-72"
"against corruption icac","88.1"
"against democratic challenger","79.3"
"against law","-5"
"against rule","-81"
"against terrorism","-88"
"agamic","-77"
"agamid lizard endemic","-69"
"agamogenetic","-77"
"agamous","-77"
"agape","84.1"
"agapic","-65"
"agapo","-76"
"agar","-80"
"agar medium","-80"
"agar plate","-80"
"agaric","-90"
"agarose","3.5"
"agarose gel","3.5"
"agartha","4.3"
"agarum","-76"
"agate","83.5"
"agave","85.5"
"agave syrup","4.7"
"age","6.7"
"age gracefully","89.1"
"age prematurely","-93"
"age skin","-7"
"age well","94.6"
"agedashi tofu","3.1"
"ageing squad","83.9"
"agelessness","-84"
"agency","9.3"
"agency darpa","-5"
"agency dera","-86"
"agenda","5.9"
"agent","90.5"
"agent mta","7.4"
"ageratina","59.8"
"aggie stadium","78.5"
"agglomerate","-72"
"agglomeration","-67"
"aggradation","71.8"
"aggrandise","69.5"
"aggrandisement","69.5"
"aggrandize","69.5"
"aggrandizement","83.3"
"aggravate","-35"
"aggravated","-36"
"aggravated arson","-14"
"aggravated asthma","-81"
"aggravated burglary","-84"
"aggravated indecent assault","76.9"
"aggravated manslaughter","67.3"
"aggravated robbery","-84"
"aggravated sexual abuse","-78"
"aggravated sexual intercourse","76.9"
"aggravating","75.1"
"aggravation","-52"
"aggregate","12.3"
"aggregate amount","12.7"
"aggregate demand","75.6"
"aggregate website metacritic","91.6"
"aggregation","75.4"
"aggregator metacritic","91.6"
"aggresive","-89"
"aggress","-78"
"aggression","-33"
"aggression against","-77"
"aggressive","-89"
"aggressive behavior","-89"
"aggressive expansion","10.6"
"aggressive foreign policy","-89"
"aggressive marketing","-89"
"aggressive mimicry","-63"
"aggressive posture","-89"
"aggressive stance","-89"
"aggressively","-76"
"aggressively enforce","-89"
"aggressively recruit","83.3"
"aggressiveness","-33"
"aggressor","-77"
"aggrieve","-32"
"aggrieved person","-81"
"aggroup","86.3"
"aghast","80.7"
"agile","84.9"
"agile prey","84.2"
"agility","3.1"
"aging","89.5"
"aging population","70"
"agistment","92.3"
"agitate","-93"
"agitated","-93"
"agitating against","-93"
"agitation","-79"
"agitation against","-79"
"aglycon","-65"
"aglycone","-73"
"agnate","76.9"
"agnathan","-80"
"agnatic","79.3"
"agnatic primogeniture","76.9"
"agnation","79.3"
"agnolotti","83.2"
"agnosia","-74"
"agnostic","77.5"
"agnosticism","-82"
"agnus dei","-81"
"ago","77.8"
"agog","81"
"agonisingly","-3"
"agonist","-86"
"agonist activity","74.4"
"agonize","-78"
"agonizing","-75"
"agonizing death","-91"
"agonizingly","-78"
"agony","-81"
"agoraphobia","-95"
"agoraphobic","-95"
"agp card","5.4"
"agrabah","-68"
"agrammatic","-63"
"agrammatism","-88"
"agraphia","-88"
"agrarian","64.5"
"agrarianism","64.5"
"agreable","-57"
"agree","85.1"
"agree disagree","84.3"
"agreeability","70.5"
"agreeable","64"
"agreeably","81"
"agreed","82"
"agreed upon","82.3"
"agreement","87.5"
"agreement cva","2.3"
"agreement nda","4.5"
"agression","-78"
"agressive","-89"
"agricole et","75"
"agricultural","5.5"
"agricultural easement","59"
"agricultural economist","-69"
"agricultural fertiliser","3.5"
"agricultural intensification","-5"
"agricultural land","62.4"
"agricultural lime","3.5"
"agricultural machinery","88.3"
"agricultural pest","-87"
"agricultural product","3.4"
"agricultural production","9.8"
"agricultural sector","12"
"agriculturalist","-11"
"agriculturally","88.3"
"agriculture","4.5"
"agriculturist","-11"
"agromania","-93"
"agronomic performance","88.3"
"agronomist","-11"
"agronomy professor","-69"
"agropur","5.2"
"agudas achim","12.2"
"ague","-92"
"agulhas current","7.9"
"agus na","87.5"
"ah","-89"
"ahab","-75"
"ahamkara","75"
"ahead","84.4"
"ahem","94.9"
"ahetuka","-86"
"ahi tuna","8.2"
"ahipara","-84"
"ahlam","76.3"
"ahorse","62.3"
"ahorseback","62.3"
"ai","92.1"
"ai artificial intelligence","74.1"
"aia guide","94.3"
"aid","73.4"
"aid dementia","-84"
"aid detachment vad","2.3"
"aid digestion","96.8"
"aide","87.6"
"aifter","2.6"
"aige","87.5"
"aight","9.6"
"aikido","-5"
"ail","-82"
"ailing","-98"
"ailment","-11"
"aim","87.8"
"aimless","-79"
"aimlessly","-79"
"aioli","-5"
"aipocerataceae","-73"
"aiport","12.3"
"air","94.6"
"air-tight","-76"
"air-to-air","-77"
"air attack","80.2"
"air base","-89"
"air breath","74.8"
"air breathe","89.3"
"air bubble","80.2"
"air carrier","6.6"
"air chief marshal","64"
"air circulation","78.6"
"air commodore","64"
"air conditioned comfort","78.6"
"air conditioner","3.8"
"air conditioning equipment","3.8"
"air conditioning system","3.8"
"air conditioning unit","75.9"
"air defence","-86"
"air density","88.1"
"air duct","93.5"
"air embolism","-89"
"air entrainment","-62"
"air filtration","75.9"
"air force","74.4"
"air force lieutenant general","64"
"air force paf","64"
"air grievance","-83"
"air inlet","75.9"
"air intake","75.9"
"air lane","94"
"air marshal","64"
"air marshal sir","64"
"air movement","6"
"air nostrum","79.7"
"air out","64"
"air pollution","-80"
"air pollution volatile organic","71.9"
"air pressure","88.1"
"air pump","6"
"air quality","-72"
"air raid","80.2"
"air stord","79.7"
"air tank","2.6"
"air ticket","10.6"
"air traffic","-97"
"air traffic jam","-97"
"air transportable","87"
"air travel","9.7"
"air vent","4"
"air vice marshal","64"
"airbase","-65"
"airboat","-79"
"airborne assault","-6"
"airborne battalion","-90"
"airborne particulate matter","-75"
"airborne pollution","-72"
"airborne toxic event","19.5"
"airbrush","7.2"
"airbrush tool","81"
"airburst","-85"
"airconditioner","3.8"
"aircraft","30.8"
"aircraft carrier","3.6"
"aircraft landed safely","94.3"
"aircraft roadway","83.4"
"aircraftman","64"
"airdrome","-89"
"aired nationally","4.5"
"airfare","9.7"
"airfarewatchdog","-78"
"airfield","-89"
"airfix","3.8"
"airflow","77.6"
"airflow obstruction","-81"
"airforce base","-65"
"airglow","-5"
"airhead","-74"
"airheaded","-78"
"airily","33.5"
"airline","4"
"airline guide oag","-81"
"airline passenger","8.5"
"airline seat","83.5"
"airline ticket","-78"
"airliner","4"
"airlock","3.1"
"airlock hatch","3.1"
"airlock module","3.1"
"airmail stamp","5.4"
"airman","74"
"airmanship","81.7"
"airpark","-65"
"airplane","84.7"
"airplane cabin","-8"
"airplane engine","94.3"
"airplane flight","94.3"
"airplane seat","92.4"
"airplay chart","10.3"
"airport","12.3"
"airport expressway","78.3"
"airport runway","-65"
"airport terminal","12.3"
"airport terminal building","12.3"
"airship","3.6"
"airside","12.3"
"airstair","3.5"
"airstrip","-89"
"airtight","-76"
"airway","94.1"
"airway closure","10.6"
"airway compromise","-88"
"airway disease","-81"
"airway flight","94.3"
"airway obstruction","-3"
"airway pressure","4"
"airworthiness directive","-8"
"airy","6"
"aishvarya","75"
"aisle","4.7"
"aisle seat","-8"
"ajar","7.7"
"ajax zaterdag","-86"
"ajoene","-73"
"ajor","28.3"
"akagi","4.3"
"akainu","82.4"
"akantha","-78"
"akeelah","86.9"
"akef","33.4"
"aker clean","10.7"
"aki province","-75"
"akinetic","-67"
"akinetic mutism","-58"
"akira toriyama","89.9"
"akrasia","78.1"
"akron","-4"
"aktion reinhard","-14"
"akusala","-87"
"akusala citta","-86"
"akusala vipaka","-86"
"al lou gehrig disease","-79"
"ala","-75"
"alabaster","86.3"
"alabastron","-4"
"alachua county","-79"
"alacrity","-69"
"alagille syndrome","-78"
"alain badiou","-69"
"alain passard","61.9"
"alakazam","3.4"
"alamo drafthouse cinema","83"
"alamodome","78.5"
"alarm","-81"
"alarm clock","-63"
"alarm clock ring","2"
"alarmed","-81"
"alarming","-72"
"alarmingly","82.5"
"alarmist","-99"
"alaskan crab","4.8"
"alaskan halibut","83.7"
"alaskan native","7.3"
"albafica","-78"
"albann","9.5"
"albeit","87.8"
"alberta midget hockey league","-5"
"alberta spruce","-4"
"albicilla","75.1"
"albiflora","-60"
"albinism","-81"
"alboran sea","7.9"
"album","96.2"
"album chart","94.5"
"album collection","64"
"album parklife","-9"
"alchemic","93"
"alchemical","93"
"alchemical laboratory","93"
"alchemical literature","93"
"alchemist","93"
"alchemy","92.3"
"alchohol","6.1"
"alchymy","-80"
"alcian blue","-3"
"alcohol","6.1"
"alcohol-soluble","-87"
"alcohol abuse","-70"
"alcohol addict","-88"
"alcohol beverage","-91"
"alcohol consumption","9.3"
"alcohol gel","-84"
"alcoholic","-83"
"alcoholic abuse","-70"
"alcoholic beverage","-91"
"alcoholic dementia","-84"
"alcoholic drink","94.8"
"alcoholic ex","61.1"
"alcoholic father","-88"
"alcoholic fermentation","5.2"
"alcoholic liquor","-91"
"alcoholic liquor cereal malt","85.3"
"alcoholic mother","-88"
"alcoholic polyneuropathy","69.5"
"alcoholism","-80"
"alcoholism abuse","-70"
"alcoholism coga","74.7"
"alcove","12.8"
"alder","83.7"
"alder wood","6"
"alderpoint","7.4"
"aldimir","5.7"
"aldo clementi","3.4"
"aldose","-65"
"aldrig","-75"
"ale","76.4"
"ale house","91.6"
"aleatory","63"
"alehouse","84.1"
"aleister crowley","-79"
"alentejo","-83"
"alere little","5"
"alert","-80"
"alessandra ferri","9"
"aleutian low","-69"
"aleve","87.1"
"alexandra parade","72.1"
"alexbrn","67.8"
"alexei sayle","-73"
"alexey fyodorovitch","5.1"
"aleynikov","79.7"
"alf ramsey","-78"
"alfalfa weevil","-4"
"alferd packer","-75"
"alfie","80.7"
"alfil","11.5"
"alga","-64"
"algae","-75"
"algae-eating","-87"
"algae growth","88"
"algebra","94.3"
"algebra equation","77.5"
"algebraematical function","77.3"
"algebraematics","77.6"
"algebraic","82.3"
"algebraic geometry","85.3"
"algebraic notation","3.1"
"algebraist","-78"
"algebranumber theoryand com","-88"
"alginate","3.5"
"algol","92.8"
"algorithm","83.2"
"algorithmic","-93"
"algorithmic program","82.8"
"algorithmic rule","82.7"
"algy","-86"
"ali carter","-79"
"ali pasha","-76"
"alias","7.5"
"alibi","-13"
"alidade","85.3"
"alien","-21"
"alien-like","85.3"
"alien abduction","86.6"
"alien creature","-21"
"alien invasion","-68"
"alien menace","-81"
"alien minor act","73"
"alien minor dream","73"
"alien planet","91.9"
"alien race","4.3"
"alien registration","70.9"
"alien spacecraft","-21"
"alien weaponry","82.9"
"alienage","-80"
"alienate","-30"
"alienated","-30"
"alienation","-30"
"alienee","87.2"
"alienism","-80"
"alight","72.4"
"align","-64"
"aligned parallel","-79"
"alignment","-73"
"alikeness","-73"
"aliment","7.1"
"alimentary","70.8"
"alimentary canal","64"
"alimentary tract","64"
"alimony","-86"
"alinement","97.4"
"aliphatic side","5.7"
"aliquando","7.9"
"aliquid","72.9"
"aliquippa","-4"
"alison lohman","61.1"
"alison suttie","87.6"
"alisoun","75.1"
"alistair mcgowan","-73"
"alita","-69"
"alitalia azpia","8"
"alito","-77"
"aliud","72.9"
"alive","7"
"aliyah","78.9"
"alizarin","9.8"
"alj","11.1"
"alkahest","93"
"alkali","-84"
"alkali metal","-1"
"alkali poisoning","-78"
"alkaline","4.8"
"alkaline-forming","-78"
"alkaline environment","-3"
"alkaline paper","-2"
"alkaline solution","-3"
"alkalizer","-67"
"alkalizing","-78"
"alkaloid isolated from","70.3"
"alkanet","83.1"
"alkaptonuria","-79"
"alky","70.1"
"alkyl group","66.7"
"alkylidene","66.7"
"alkyne","66.7"
"all","-76"
"all-cause","-89"
"all-destroying","-97"
"all-devouring","-97"
"all-out","-77"
"all dolled up","10.4"
"all important","86"
"all in vain","-64"
"all right","16"
"allactaga","-7"
"allah","83.1"
"allative","-75"
"allay","32.5"
"allayer","74.8"
"allegation","-72"
"alleged","90.9"
"alleged abuse","-80"
"alleged adultery","-72"
"alleged affair","58.2"
"alleged assailant","-62"
"alleged assault","-62"
"alleged bribe","-87"
"alleged child abuse","-95"
"alleged copyright infringement","64.8"
"alleged corruption","-82"
"alleged fort hood","-79"
"alleged fraud","-84"
"alleged gunman","-79"
"alleged incident","-62"
"alleged infringement","64.8"
"alleged intentional infliction","-79"
"alleged maltreatment","-80"
"alleged misconduct","88.1"
"alleged offence","-77"
"alleged perpetrator","-10"
"alleged rapist","67.5"
"alleged robber","78.9"
"alleged sexual assault","-77"
"alleged shooter","-79"
"alleged stalker","-23"
"alleged thief","78.9"
"alleged violation","-93"
"alleged violator","-93"
"allegedly","75.8"
"allegedly defective","-72"
"allegedly obscene","-71"
"allegheny","-4"
